shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP00189,SO00189,DHL Express,TRK-DHL-85392342,Singapore,"Tokyo, Taiwan",Delayed,2026-07-02,,887.54
SHIP00190,SO00190,DHL Express,TRK-DHL-21772447,"Toronto, Canada","Birmingham, Mexico",In Transit,2026-05-14,,194.9
SHIP00191,SO00191,DHL Express,TRK-DHL-23407101,"Atlanta, GA, USA","Monterrey, Taiwan",Delivered,2026-01-29,2026-01-28,286.07
SHIP00192,SO00192,DB Schenker,TRK-DB -99111880,"Chicago, IL, USA","Munich, Taiwan",In Transit,2026-07-25,,1815.43
SHIP00193,SO00193,FedEx Freight,TRK-FED-12154528,"Monterrey, Mexico","Hai Phong, Vietnam",Delayed,2026-06-20,,944.4
SHIP00194,SO00194,Maersk Logistics,TRK-MAE-89632366,"Yokohama, Japan","Munich, China",Delayed,2025-12-26,,726.83
SHIP00195,SO00195,Kuehne + Nagel,TRK-KUE-29947330,"Osaka, Japan","Birmingham, South Korea",Delivered,2026-02-04,2026-02-05,443.96
SHIP00196,SO00196,DB Schenker,TRK-DB -79403554,"Tokyo, Japan","Ningbo, United States",Delivered,2026-04-27,2026-04-28,561.69
SHIP00197,SO00197,Maersk Logistics,TRK-MAE-22254981,"Frankfurt, Germany","Ningbo, Mexico",Delivered,2026-05-28,2026-05-29,1804.27
SHIP00198,SO00198,UPS Supply Chain,TRK-UPS-91256758,"Chicago, IL, USA","Hai Phong, Taiwan",Delayed,2026-03-14,,1478.4
SHIP00199,SO00199,UPS Supply Chain,TRK-UPS-20253315,"London, UK","Monterrey, United States",Delivered,2026-07-14,2026-07-16,1798.39
SHIP00200,SO00200,Kuehne + Nagel,TRK-KUE-32528907,"Frankfurt, Germany","Dortmund, South Korea",Delayed,2026-05-16,,1009.65
SHIP00201,SO00201,DB Schenker,TRK-DB -43503997,"Yokohama, Japan","Hsinchu, China",Delayed,2026-05-04,,1737.65
SHIP00202,SO00202,Maersk Logistics,TRK-MAE-46853607,"Atlanta, GA, USA","Detroit, Japan",Delivered,2026-02-05,2026-02-06,1706.2
SHIP00203,SO00203,DB Schenker,TRK-DB -50542364,"Los Angeles, CA, USA","Nagoya, Japan",Delayed,2026-04-20,,1554.41
SHIP00204,SO00204,FedEx Freight,TRK-FED-83740080,"Yokohama, Japan","Hsinchu, Germany",In Transit,2026-03-31,,1381.04
SHIP00205,SO00205,Kuehne + Nagel,TRK-KUE-46942776,"Frankfurt, Germany","Taipei, United States",In Transit,2025-11-22,,1508.33
SHIP00206,SO00206,DB Schenker,TRK-DB -19283292,"Melbourne, Australia","Munich, Taiwan",Delivered,2026-02-05,2026-02-06,196.84
SHIP00207,SO00207,Maersk Logistics,TRK-MAE-43789835,"Atlanta, GA, USA","Bengaluru, Taiwan",Delivered,2026-06-28,2026-06-27,1431.95
SHIP00208,SO00208,Kuehne + Nagel,TRK-KUE-27176564,"Rotterdam, Netherlands","Hamilton, China",Delivered,2026-06-25,2026-06-30,953.13
SHIP00209,SO00209,Maersk Logistics,TRK-MAE-41065810,"Monterrey, Mexico","Bengaluru, Japan",In Transit,2025-10-18,,1008.97
SHIP00210,SO00210,Maersk Logistics,TRK-MAE-27792028,"London, UK","Hsinchu, Germany",In Transit,2026-05-03,,1150.68
SHIP00211,SO00211,DB Schenker,TRK-DB -75726790,"Yokohama, Japan","Shenzhen, India",Delivered,2025-10-05,2025-10-04,1548.1
SHIP00212,SO00212,DHL Express,TRK-DHL-16219955,"Stuttgart, Germany","Osaka, Taiwan",Delivered,2025-12-25,2025-12-26,962.34
SHIP00213,SO00213,DB Schenker,TRK-DB -90212800,"London, UK","Stuttgart, Vietnam",Delivered,2026-04-22,2026-04-22,721.0
SHIP00214,SO00214,Kuehne + Nagel,TRK-KUE-69117031,"Munich, Germany","Monterrey, Germany",In Transit,2026-02-05,,1767.32
SHIP00215,SO00215,DB Schenker,TRK-DB -66904824,Singapore,"Hai Phong, Germany",Delivered,2025-12-19,2025-12-26,654.26
SHIP00216,SO00216,FedEx Freight,TRK-FED-19742070,"Osaka, Japan","Tokyo, Germany",Delivered,2026-07-23,2026-07-23,321.93
SHIP00217,SO00217,Kuehne + Nagel,TRK-KUE-42408911,"Melbourne, Australia","Ningbo, India",In Transit,2025-09-13,,1587.33
SHIP00218,SO00218,FedEx Freight,TRK-FED-10175488,"Atlanta, GA, USA","Osaka, United States",In Transit,2025-12-26,,214.24
SHIP00219,SO00219,Maersk Logistics,TRK-MAE-49138004,Singapore,"Hsinchu, China",In Transit,2026-07-24,,371.41
SHIP00220,SO00220,FedEx Freight,TRK-FED-64162584,"Bengaluru, India","Bengaluru, China",In Transit,2026-06-12,,197.94
SHIP00221,SO00221,DB Schenker,TRK-DB -12634982,"Osaka, Japan","Monterrey, United States",Delivered,2026-03-17,2026-03-17,1201.64
SHIP00222,SO00222,FedEx Freight,TRK-FED-23326053,"Dallas, TX, USA","Tokyo, Japan",In Transit,2026-03-18,,522.95
SHIP00223,SO00223,DB Schenker,TRK-DB -95878726,"Monterrey, Mexico","Detroit, Germany",Delayed,2026-02-25,,381.3
SHIP00224,SO00224,Maersk Logistics,TRK-MAE-77187503,"Hamburg, Germany","Detroit, Canada",Delayed,2025-10-21,,840.24
SHIP00225,SO00225,Maersk Logistics,TRK-MAE-95221016,"Dallas, TX, USA","Nagoya, Japan",Delayed,2026-07-17,,492.95
SHIP00226,SO00226,UPS Supply Chain,TRK-UPS-58728675,Singapore,"Nagoya, United States",Preparing,2026-01-24,,227.0
SHIP00227,SO00227,DHL Express,TRK-DHL-30946919,"London, UK","Osaka, Japan",Delivered,2026-04-06,2026-04-08,1132.41
SHIP00228,SO00228,UPS Supply Chain,TRK-UPS-32049874,"Toronto, Canada","Hamilton, Mexico",Delayed,2026-01-02,,122.06
SHIP00229,SO00229,DHL Express,TRK-DHL-83934645,"Seattle, WA, USA","Hamilton, Germany",Preparing,2025-11-03,,637.65
SHIP00230,SO00230,Kuehne + Nagel,TRK-KUE-57360655,"Pune, India","Pune, United States",Delivered,2026-01-18,2026-01-19,1192.53
SHIP00231,SO00231,FedEx Freight,TRK-FED-60756552,"Tokyo, Japan","Ningbo, United States",In Transit,2026-04-23,,233.63
SHIP00232,SO00232,Kuehne + Nagel,TRK-KUE-34358036,"Hamburg, Germany","Chicago, United Kingdom",Delivered,2026-05-29,2026-05-29,478.46
SHIP00233,SO00233,Maersk Logistics,TRK-MAE-10513121,"Tokyo, Japan","Incheon, United States",Delivered,2026-03-01,2026-03-01,276.53
SHIP00234,SO00234,FedEx Freight,TRK-FED-42793217,"Hamburg, Germany","Nagoya, Taiwan",In Transit,2025-10-11,,643.06
SHIP00235,SO00235,DHL Express,TRK-DHL-17611812,"Shenzhen, China","Stuttgart, United States",Delivered,2026-06-07,2026-06-06,447.05
SHIP00236,SO00236,Maersk Logistics,TRK-MAE-95208409,Singapore,"Suzhou, India",Delivered,2025-12-12,2025-12-12,354.72
SHIP00237,SO00237,DHL Express,TRK-DHL-37566546,"Frankfurt, Germany","Hai Phong, China",In Transit,2026-06-17,,1317.59
SHIP00238,SO00238,Kuehne + Nagel,TRK-KUE-12517363,"Los Angeles, CA, USA","Dallas, Japan",Returned,2025-10-17,2025-10-22,1834.1
SHIP00239,SO00239,UPS Supply Chain,TRK-UPS-30296454,"Munich, Germany","Querétaro, Mexico",In Transit,2025-11-27,,278.83
SHIP00240,SO00240,DB Schenker,TRK-DB -48205369,"Frankfurt, Germany","Munich, China",Delivered,2026-03-24,2026-03-28,1234.81
SHIP00241,SO00241,Kuehne + Nagel,TRK-KUE-62686156,"Osaka, Japan","Pune, India",Delayed,2026-03-30,,1332.48
SHIP00242,SO00242,DB Schenker,TRK-DB -23022399,"Incheon, South Korea","Suzhou, Taiwan",In Transit,2025-11-24,,1632.68
SHIP00243,SO00243,Maersk Logistics,TRK-MAE-80248212,"Chicago, IL, USA","Osaka, Taiwan",Delivered,2025-11-20,2025-11-19,201.93
SHIP00244,SO00244,DHL Express,TRK-DHL-47406093,"Chicago, IL, USA","Hai Phong, Japan",Delivered,2026-07-07,2026-07-06,943.87
SHIP00245,SO00245,FedEx Freight,TRK-FED-64317615,"Dallas, TX, USA","Incheon, United States",Delivered,2026-06-17,2026-06-18,1154.88
SHIP00246,SO00246,DB Schenker,TRK-DB -75657959,"Munich, Germany","Incheon, South Korea",Preparing,2026-05-23,,188.41
SHIP00247,SO00247,DHL Express,TRK-DHL-53219492,"Pune, India","Munich, Japan",Delayed,2025-11-13,,1430.0
SHIP00248,SO00248,Kuehne + Nagel,TRK-KUE-19504242,"Guadalajara, Mexico","Pune, Japan",Delivered,2026-03-27,2026-03-27,789.68
SHIP00249,SO00249,DHL Express,TRK-DHL-75858196,"Chicago, IL, USA","Detroit, Mexico",In Transit,2025-12-04,,1697.19
SHIP00250,SO00250,DHL Express,TRK-DHL-81400282,"Dallas, TX, USA","Hai Phong, China",Returned,2026-03-06,2026-03-16,410.95
SHIP00251,SO00251,DHL Express,TRK-DHL-67392625,"Monterrey, Mexico","Tokyo, United Kingdom",Delivered,2026-01-02,2026-01-02,468.56
SHIP00252,SO00252,UPS Supply Chain,TRK-UPS-61672554,"Tokyo, Japan","Tokyo, Taiwan",In Transit,2025-11-30,,1629.87
SHIP00253,SO00253,DHL Express,TRK-DHL-82195586,"Guadalajara, Mexico","Ningbo, China",Delivered,2025-09-10,2025-09-11,654.76
SHIP00254,SO00254,DHL Express,TRK-DHL-30885527,"Monterrey, Mexico","Birmingham, China",Delivered,2026-03-23,2026-03-22,564.92
SHIP00255,SO00255,DB Schenker,TRK-DB -89218859,"Frankfurt, Germany","Tokyo, China",In Transit,2025-11-19,,1122.74
SHIP00256,SO00256,Kuehne + Nagel,TRK-KUE-77767832,"Hamburg, Germany","Hamilton, China",Returned,2025-12-10,2025-12-17,117.57
SHIP00257,SO00257,FedEx Freight,TRK-FED-88344227,"Tokyo, Japan","Birmingham, United States",Delivered,2025-10-23,2025-10-22,743.53
SHIP00258,SO00258,DB Schenker,TRK-DB -92850229,"Stuttgart, Germany","Chicago, Japan",In Transit,2026-06-25,,1729.4
SHIP00259,SO00259,DB Schenker,TRK-DB -92801712,"Hamburg, Germany","Seoul, Japan",Delivered,2026-02-10,2026-02-11,1569.55
SHIP00260,SO00260,DHL Express,TRK-DHL-85432406,"Tokyo, Japan","Tokyo, United States",Delivered,2026-01-07,2026-01-08,1637.9
SHIP00261,SO00261,FedEx Freight,TRK-FED-59445791,"Guadalajara, Mexico","Querétaro, Mexico",Delivered,2025-09-29,2025-09-28,267.16
SHIP00262,SO00262,DHL Express,TRK-DHL-41238343,"Los Angeles, CA, USA","Ningbo, Japan",Delivered,2025-11-05,2025-11-12,709.93
SHIP00263,SO00263,Kuehne + Nagel,TRK-KUE-43591394,"Incheon, South Korea","Osaka, Germany",Delivered,2026-01-05,2026-01-04,704.65
SHIP00264,SO00264,Kuehne + Nagel,TRK-KUE-80816880,"Shenzhen, China","Incheon, Germany",Delivered,2026-04-17,2026-04-23,940.98
SHIP00265,SO00265,UPS Supply Chain,TRK-UPS-57320709,"Shenzhen, China","Dallas, Japan",In Transit,2026-05-03,,115.33
SHIP00266,SO00266,UPS Supply Chain,TRK-UPS-57971873,"Bengaluru, India","Osaka, Japan",Delayed,2026-06-06,,1771.49
SHIP00267,SO00267,FedEx Freight,TRK-FED-68523509,"London, UK","Hamilton, China",Delivered,2026-07-10,2026-07-11,381.41
SHIP00268,SO00268,FedEx Freight,TRK-FED-65391351,"Tokyo, Japan","Suzhou, China",Delivered,2026-07-09,2026-07-08,1236.62
SHIP00269,SO00269,FedEx Freight,TRK-FED-62708024,"Melbourne, Australia","Detroit, Mexico",Preparing,2026-02-23,,626.66
SHIP00270,SO00270,Kuehne + Nagel,TRK-KUE-77597242,"Detroit, MI, USA","Chicago, Taiwan",Delivered,2026-06-28,2026-06-29,1099.11
SHIP00271,SO00271,FedEx Freight,TRK-FED-20762786,"Guadalajara, Mexico","Pune, China",Delivered,2026-04-18,2026-04-18,1708.69
SHIP00272,SO00272,DHL Express,TRK-DHL-27428613,"Guadalajara, Mexico","Chicago, South Korea",Delivered,2026-04-25,2026-05-02,561.65
SHIP00273,SO00273,Kuehne + Nagel,TRK-KUE-89501896,"Seattle, WA, USA","Seoul, South Korea",Delivered,2025-11-08,2025-11-09,1456.35
SHIP00274,SO00274,FedEx Freight,TRK-FED-82124051,"Monterrey, Mexico","Detroit, China",Delayed,2026-05-14,,971.7
SHIP00275,SO00275,Maersk Logistics,TRK-MAE-44564506,"Rotterdam, Netherlands","Ningbo, Japan",Delivered,2025-10-09,2025-10-09,1205.25
SHIP00276,SO00276,Kuehne + Nagel,TRK-KUE-89839362,"Munich, Germany","Nagoya, Mexico",Delivered,2025-11-17,2025-11-18,1720.63
SHIP00277,SO00277,UPS Supply Chain,TRK-UPS-26351716,"Detroit, MI, USA","Ningbo, United States",Delayed,2025-09-24,,456.33
SHIP00278,SO00278,FedEx Freight,TRK-FED-39604156,"Taipei, Taiwan","Suzhou, China",Delivered,2026-02-21,2026-02-22,1368.54
SHIP00279,SO00279,Kuehne + Nagel,TRK-KUE-20581018,"Detroit, MI, USA","Birmingham, South Korea",Delayed,2026-04-06,,79.74
SHIP00280,SO00280,Kuehne + Nagel,TRK-KUE-44077352,"Seattle, WA, USA","Munich, Taiwan",In Transit,2025-12-10,,554.11
SHIP00281,SO00281,UPS Supply Chain,TRK-UPS-60152534,"Tokyo, Japan","Dortmund, China",Delivered,2025-10-20,2025-10-19,1757.22
SHIP00282,SO00282,DHL Express,TRK-DHL-10429835,"Frankfurt, Germany","Shenzhen, Japan",Delayed,2025-09-19,,199.66
SHIP00283,SO00283,DHL Express,TRK-DHL-33599278,"Atlanta, GA, USA","Chicago, Mexico",Delivered,2026-01-16,2026-01-17,589.76
SHIP00284,SO00284,DB Schenker,TRK-DB -63281556,"Munich, Germany","Dortmund, Japan",Preparing,2026-04-14,,746.38
SHIP00285,SO00285,Maersk Logistics,TRK-MAE-54947671,"Seattle, WA, USA","Hai Phong, Germany",In Transit,2026-01-22,,209.71
SHIP00286,SO00286,DHL Express,TRK-DHL-36918544,"Guadalajara, Mexico","Taipei, India",Delivered,2025-09-24,2025-09-27,1571.23
SHIP00287,SO00287,FedEx Freight,TRK-FED-70931660,"Toronto, Canada","Suzhou, China",Delivered,2025-10-31,2025-10-30,1395.21
SHIP00288,SO00288,DB Schenker,TRK-DB -17204719,Singapore,"Seoul, China",Delivered,2025-12-29,2025-12-30,440.83
SHIP00289,SO00289,UPS Supply Chain,TRK-UPS-10474229,"Tokyo, Japan","Hsinchu, Germany",Preparing,2026-05-08,,1115.11
SHIP00290,SO00290,UPS Supply Chain,TRK-UPS-14216867,"Munich, Germany","Taipei, China",In Transit,2026-06-24,,596.97
SHIP00291,SO00291,DB Schenker,TRK-DB -37774611,"Seattle, WA, USA","Ningbo, Japan",Delivered,2025-10-27,2025-10-27,1567.67
SHIP00292,SO00292,DB Schenker,TRK-DB -65452172,"Atlanta, GA, USA","Detroit, Japan",Preparing,2026-04-24,,1313.02
SHIP00293,SO00293,Maersk Logistics,TRK-MAE-25113073,"Dallas, TX, USA","Birmingham, Germany",Delivered,2025-12-18,2025-12-17,411.53
SHIP00294,SO00294,DB Schenker,TRK-DB -71047450,"Munich, Germany","Hai Phong, Japan",Delivered,2026-01-25,2026-01-24,1272.22
SHIP00295,SO00295,UPS Supply Chain,TRK-UPS-58044553,"Hamburg, Germany","Ningbo, Taiwan",Delivered,2026-03-30,2026-04-07,281.05
SHIP00296,SO00296,Kuehne + Nagel,TRK-KUE-45659915,"Hamburg, Germany","Birmingham, Taiwan",Delivered,2026-02-16,2026-02-16,494.18
SHIP00297,SO00297,UPS Supply Chain,TRK-UPS-40158481,"Chicago, IL, USA","Hamilton, China",Delivered,2026-01-29,2026-01-29,176.34
SHIP00298,SO00298,Maersk Logistics,TRK-MAE-94953404,Singapore,"Tokyo, United Kingdom",In Transit,2026-03-23,,539.43
SHIP00299,SO00299,DB Schenker,TRK-DB -48671506,"Yokohama, Japan","Dallas, United States",Delivered,2026-01-07,2026-01-08,390.01
SHIP00300,SO00300,DB Schenker,TRK-DB -38861981,"Detroit, MI, USA","Monterrey, United Kingdom",Delivered,2026-02-11,2026-02-11,1087.48
SHIP00301,SO00301,Kuehne + Nagel,TRK-KUE-80016658,"Munich, Germany","Monterrey, Germany",In Transit,2025-10-13,,161.35
SHIP00302,SO00302,UPS Supply Chain,TRK-UPS-25640042,"Melbourne, Australia","Querétaro, Germany",Delayed,2026-05-07,,415.83
SHIP00303,SO00303,DHL Express,TRK-DHL-86277749,"Shenzhen, China","Birmingham, Germany",Delivered,2026-02-23,2026-02-22,1310.53
SHIP00304,SO00304,DB Schenker,TRK-DB -84341905,"Bengaluru, India","Taipei, Germany",Delivered,2025-10-13,2025-10-13,1350.62
SHIP00305,SO00305,FedEx Freight,TRK-FED-14599152,"Shenzhen, China","Dallas, Germany",Delivered,2026-07-21,2026-07-27,439.67
SHIP00306,SO00306,DHL Express,TRK-DHL-62991228,"Guadalajara, Mexico","Dortmund, Germany",Delivered,2025-11-09,2025-11-09,1032.11
SHIP00307,SO00307,DB Schenker,TRK-DB -27508331,"Toronto, Canada","Tokyo, China",In Transit,2026-01-20,,1363.38
SHIP00308,SO00308,DB Schenker,TRK-DB -78828417,"London, UK","Querétaro, United States",Delivered,2026-01-07,2026-01-08,1819.71
SHIP00309,SO00309,DHL Express,TRK-DHL-97240810,"Osaka, Japan","Pune, United States",Delivered,2025-10-11,2025-10-14,968.73
SHIP00310,SO00310,DHL Express,TRK-DHL-49493630,"Dallas, TX, USA","Dortmund, India",Delivered,2025-09-13,2025-09-13,916.94
SHIP00311,SO00311,DB Schenker,TRK-DB -28908977,"London, UK","Ningbo, United States",Delivered,2025-11-21,2025-11-28,944.98
SHIP00312,SO00312,UPS Supply Chain,TRK-UPS-16373476,"Hamburg, Germany","Seoul, United Kingdom",Delayed,2026-05-10,,166.92
SHIP00313,SO00313,DB Schenker,TRK-DB -19804345,"Atlanta, GA, USA","Nagoya, Germany",In Transit,2025-12-08,,1214.57
SHIP00314,SO00314,DB Schenker,TRK-DB -10699421,"Chicago, IL, USA","Monterrey, South Korea",Delivered,2026-01-27,2026-01-26,1276.24
SHIP00315,SO00315,Kuehne + Nagel,TRK-KUE-74919222,"Stuttgart, Germany","Ningbo, Germany",Delivered,2025-09-30,2025-09-30,655.65
SHIP00316,SO00316,Kuehne + Nagel,TRK-KUE-12718967,"Chicago, IL, USA","Munich, India",Preparing,2025-10-16,,1648.86
SHIP00317,SO00317,DHL Express,TRK-DHL-64771151,"Chicago, IL, USA","Querétaro, Mexico",Delivered,2026-01-09,2026-01-08,909.48
SHIP00318,SO00318,DHL Express,TRK-DHL-34215109,"Osaka, Japan","Monterrey, India",Delivered,2026-05-02,2026-05-03,1360.01
SHIP00319,SO00319,FedEx Freight,TRK-FED-29214231,"Los Angeles, CA, USA","Detroit, India",Delayed,2026-06-18,,1773.81
SHIP00320,SO00320,Kuehne + Nagel,TRK-KUE-24277359,"Los Angeles, CA, USA","Stuttgart, India",Delivered,2026-05-24,2026-05-25,127.23
SHIP00321,SO00321,Maersk Logistics,TRK-MAE-83785342,Singapore,"Dallas, United States",Delivered,2026-04-27,2026-04-27,1364.81
SHIP00322,SO00322,DB Schenker,TRK-DB -63474910,"Dallas, TX, USA","Querétaro, Germany",Delivered,2026-05-22,2026-05-23,389.7
SHIP00323,SO00323,Maersk Logistics,TRK-MAE-12033232,"Frankfurt, Germany","Tokyo, Germany",Delivered,2025-09-29,2025-09-30,1217.66
SHIP00324,SO00324,Maersk Logistics,TRK-MAE-42473528,"Incheon, South Korea","Seoul, Taiwan",In Transit,2026-05-02,,158.11
SHIP00325,SO00325,UPS Supply Chain,TRK-UPS-76695854,Singapore,"Chicago, South Korea",In Transit,2026-03-31,,180.52
SHIP00326,SO00326,UPS Supply Chain,TRK-UPS-93014754,"Tokyo, Japan","Querétaro, South Korea",Delivered,2026-05-12,2026-05-11,1806.41
SHIP00327,SO00327,UPS Supply Chain,TRK-UPS-15431372,"Taipei, Taiwan","Dallas, China",In Transit,2026-05-15,,1186.17
SHIP00328,SO00328,Kuehne + Nagel,TRK-KUE-48067079,"Los Angeles, CA, USA","Detroit, Mexico",Delivered,2026-03-29,2026-03-30,1281.16
SHIP00329,SO00329,UPS Supply Chain,TRK-UPS-42918802,"Pune, India","Hsinchu, United Kingdom",In Transit,2026-06-06,,659.45
SHIP00330,SO00330,Kuehne + Nagel,TRK-KUE-36054981,"Shenzhen, China","Nagoya, United States",Delivered,2026-01-25,2026-01-25,1252.15
SHIP00331,SO00331,UPS Supply Chain,TRK-UPS-81642799,"Guadalajara, Mexico","Osaka, Germany",Delayed,2026-01-06,,1100.99
SHIP00332,SO00332,Maersk Logistics,TRK-MAE-87847194,"Frankfurt, Germany","Monterrey, Germany",Delivered,2026-05-09,2026-05-13,1126.78
SHIP00333,SO00333,Kuehne + Nagel,TRK-KUE-44849045,"Melbourne, Australia","Chicago, United Kingdom",In Transit,2025-09-14,,829.21
SHIP00334,SO00334,DB Schenker,TRK-DB -62901281,"Detroit, MI, USA","Tokyo, Japan",In Transit,2026-03-29,,858.96
SHIP00335,SO00335,Kuehne + Nagel,TRK-KUE-11913827,"Yokohama, Japan","Hamilton, Taiwan",Delivered,2026-07-09,2026-07-09,800.43
SHIP00336,SO00336,UPS Supply Chain,TRK-UPS-54564736,"Osaka, Japan","Bengaluru, Germany",In Transit,2025-09-28,,183.25
SHIP00337,SO00337,DB Schenker,TRK-DB -74073500,"Incheon, South Korea","Chicago, Germany",In Transit,2025-09-18,,1542.72
SHIP00338,SO00338,UPS Supply Chain,TRK-UPS-46024389,"Stuttgart, Germany","Ningbo, Vietnam",Delivered,2026-05-28,2026-05-28,1421.05
SHIP00339,SO00339,UPS Supply Chain,TRK-UPS-20507253,"Tokyo, Japan","Tokyo, Germany",In Transit,2026-05-05,,696.51
SHIP00340,SO00340,Maersk Logistics,TRK-MAE-87062730,"Yokohama, Japan","Hamilton, Germany",Delayed,2026-02-16,,1567.88
SHIP00341,SO00341,Kuehne + Nagel,TRK-KUE-77002050,"Bengaluru, India","Birmingham, United Kingdom",In Transit,2025-09-29,,378.9
SHIP00342,SO00342,DHL Express,TRK-DHL-71446320,"Atlanta, GA, USA","Bengaluru, United States",Delivered,2026-01-25,2026-01-24,1619.4
SHIP00343,SO00343,UPS Supply Chain,TRK-UPS-53247591,"Osaka, Japan","Seoul, China",Delivered,2026-07-03,2026-07-10,1051.24
SHIP00344,SO00344,DB Schenker,TRK-DB -68862551,"Atlanta, GA, USA","Birmingham, Germany",Returned,2026-06-04,2026-06-09,1321.27
SHIP00345,SO00345,Maersk Logistics,TRK-MAE-93252916,"Pune, India","Nagoya, Vietnam",In Transit,2025-10-15,,1672.05
SHIP00346,SO00346,DB Schenker,TRK-DB -72351461,"Munich, Germany","Hamilton, India",Delivered,2025-10-15,2025-10-15,132.53
SHIP00347,SO00347,FedEx Freight,TRK-FED-94852088,"Osaka, Japan","Pune, Japan",In Transit,2026-04-02,,429.58
SHIP00348,SO00348,DB Schenker,TRK-DB -73393416,"Guadalajara, Mexico","Hsinchu, China",Delayed,2026-02-09,,406.35
SHIP00349,SO00349,DB Schenker,TRK-DB -74633728,"Dallas, TX, USA","Bengaluru, Vietnam",Delayed,2026-03-21,,1417.21
SHIP00350,SO00350,Kuehne + Nagel,TRK-KUE-51148442,"Pune, India","Ningbo, Germany",Delivered,2026-07-12,2026-07-13,288.68
SHIP00351,SO00351,DB Schenker,TRK-DB -30059346,"Seattle, WA, USA","Pune, Germany",Delivered,2026-04-19,2026-04-19,1591.31
SHIP00352,SO00352,UPS Supply Chain,TRK-UPS-93326559,"Frankfurt, Germany","Taipei, Germany",Delivered,2026-04-23,2026-04-30,1333.98
SHIP00353,SO00353,UPS Supply Chain,TRK-UPS-59339614,"Melbourne, Australia","Nagoya, China",Delivered,2026-03-26,2026-03-26,176.37
SHIP00354,SO00354,Maersk Logistics,TRK-MAE-61942855,"Yokohama, Japan","Suzhou, Japan",Delivered,2026-06-10,2026-06-11,693.07
SHIP00355,SO00355,Maersk Logistics,TRK-MAE-74930855,"Frankfurt, Germany","Nagoya, Taiwan",Delivered,2025-10-18,2025-10-17,469.39
SHIP00356,SO00356,UPS Supply Chain,TRK-UPS-68094271,Singapore,"Bengaluru, Japan",In Transit,2026-03-24,,1599.08
SHIP00357,SO00357,DB Schenker,TRK-DB -82667286,"Osaka, Japan","Incheon, Mexico",Delivered,2026-03-31,2026-03-30,757.21
SHIP00358,SO00358,FedEx Freight,TRK-FED-90805088,"Monterrey, Mexico","Dortmund, South Korea",Delivered,2025-12-01,2025-12-08,1365.31
SHIP00359,SO00359,DHL Express,TRK-DHL-33270221,"Chicago, IL, USA","Birmingham, Japan",Returned,2025-09-30,2025-10-06,246.57
SHIP00360,SO00360,DHL Express,TRK-DHL-38294808,Singapore,"Osaka, Japan",Delivered,2026-03-12,2026-03-11,1563.59
SHIP00361,SO00361,UPS Supply Chain,TRK-UPS-41217738,"Stuttgart, Germany","Ningbo, India",Delayed,2026-02-09,,1341.72
SHIP00362,SO00362,DHL Express,TRK-DHL-35569289,"Toronto, Canada","Querétaro, Mexico",In Transit,2026-07-17,,624.64
SHIP00363,SO00363,Maersk Logistics,TRK-MAE-20135745,"Hamburg, Germany","Birmingham, China",In Transit,2025-10-21,,1489.6
SHIP00364,SO00364,DB Schenker,TRK-DB -41573534,"Seattle, WA, USA","Munich, Taiwan",In Transit,2025-11-12,,893.44
SHIP00365,SO00365,DB Schenker,TRK-DB -67105376,"Chicago, IL, USA","Stuttgart, Japan",In Transit,2025-10-16,,1353.23
